,Austen_Persuasion,Doyle_TheHound,Austen_Pride,Doyle_TheLostWorld
innumerable,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
hopped,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
protruding,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
insects,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
whitish,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
chaps,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
poison,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
quaint,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
lava,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
pat,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
tip,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
clambered,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
sportsman,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
colver,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
explosion,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
exploits,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
whistling,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
coils,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
rumbled,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
rumbling,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
rumor,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
council,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
drum,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
circling,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
blundell,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
journalist,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
gurgling,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
battles,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
duet,-0.0009733433695849665,-0.0009733433695849665,-0.0009733433695849665,0.0029200301087548993
